EIN2,EIN,NTEE_IRS,NTEE_NCCS,NTEEV2,NCCS_LEVEL_1,NCCS_LEVEL_2,NCCS_LEVEL_3,F990_TOTAL_REVENUE_RECENT,F990_TOTAL_INCOME_RECENT,F990_TOTAL_ASSETS_RECENT,F990_ORG_ADDR_CITY,F990_ORG_ADDR_STATE,F990_ORG_ADDR_ZIP,F990_ORG_ADDR_STREET,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_BLOCK_FIPS,CENSUS_URBAN_AREA,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_ADDR_FULL,ORG_ADDR_MATCH,LATITUDE,LONGITUDE,GEOCODER_SCORE,GEOCODER_MATCH,BMF_SUBSECTION_CODE,BMF_STATUS_CODE,BMF_PF_FILING_REQ_CODE,BMF_ORGANIZATION_CODE,BMF_INCOME_CODE,BMF_GROUP_EXEMPT_NUM,BMF_FOUNDATION_CODE,BMF_FILING_REQ_CODE,BMF_DEDUCTIBILITY_CODE,BMF_CLASSIFICATION_CODE,BMF_ASSET_CODE,BMF_AFFILIATION_CODE,ORG_RULING_DATE,ORG_FISCAL_YEAR,ORG_RULING_YEAR,ORG_YEAR_FIRST,ORG_YEAR_LAST,ORG_YEAR_COUNT,ORG_PERS_ICO,ORG_NAME_SEC,ORG_NAME_CURRENT,ORG_FISCAL_PERIOD
EIN-14-2000959,142000959,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,BURLINGTON,VT,5402,PO BOX 8436,15540,"Burlington-South Burlington, VT",500070042002004,U,VT,Chittenden County,"PO BOX 8436,BURLINGTON,VT,5402","05402, Burlington, Vermont",44.4810285,-73.2136055999999,98,M,3,,,,,9221,16,20,,,,,1991-04,2022,1991,2008,2022,15,"",VERMONT,AMERICAN INSTITUTE OF GRAPHIC ARTS,4
EIN-14-6035153,146035153,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,847149,867654,254166,POUGHKEEPSIE,NY,12603-6445,696 DUTCHESS TPKE STE F,39100,"Poughkeepsie-Newburgh-Middletown, NY",360271402012003,U,NY,Dutchess County,"696 DUTCHESS TPKE STE F,POUGHKEEPSIE,NY,12603-6445","696 Dutchess Tpke, Poughkeepsie, New York, 12603",41.697603,-73.882062,100,M,3,1,0,1,5,0,15,1,1,2000,4,3,2004-07,2024,2004,1989,2024,36,"","",ARTS MID-HUDSON INC,7
EIN-16-0877976,160877976,A250,A25,ART-A25-RG,501C3 CHARITY,O,AR,247707,311727,1136265,ITHACA,NY,14850-4366,330 EAST STATE STREET,27060,"Ithaca, NY",361090001001007,U,NY,Tompkins County,"330 EAST STATE STREET,ITHACA,NY,14850-4366","330 E State St, Ithaca, New York, 14850",42.439653,-76.4943975,100,M,3,1,0,1,4,0,15,1,1,2000,6,3,1972-12,2024,1972,1989,2024,36,"","",COMMUNITY SCHOOL OF MUSIC & ARTS,12
EIN-16-0902355,160902355,A250,A25,ART-A25-RG,501C3 CHARITY,O,AR,1461810,1496772,2736291,ITHACA,NY,14851-0205,PO BOX 205,27060,"Ithaca, NY",361090001001003,U,NY,Tompkins County,"PO BOX 205,ITHACA,NY,14851-0205","14851-0205, Ithaca, New York",42.441048,-76.4968095,98,M,3,1,0,1,6,0,16,1,1,2300,6,3,1967-11,2024,1967,1989,2024,36,% PATTI AT EXT 404,"",CENTER FOR THE ARTS AT ITHACA INC,11
EIN-16-0916472,160916472,A250,A25,ART-A25-RG,501C3 CHARITY,O,AR,769517,777857,331881,BUFFALO,NY,14203-1823,1 LAFAYETTE SQ,15380,"Buffalo-Cheektowaga, NY",360290165001033,U,NY,Erie County,"1 LAFAYETTE SQ,BUFFALO,NY,14203-1823","1 Lafayette Sq, Buffalo, New York, 14203",42.8857596466108,-78.8742652502446,100,T,3,1,0,1,5,0,16,1,1,1230,4,3,1967-01,2024,1967,1989,2024,36,"","",YOUNG AUDIENCES OF WESTERN NEW YORK INC,1
EIN-16-0973997,160973997,A25Z,A25Z,"",501C3 CHARITY,O,AR,0,0,0,ROCHESTER,NY,14610-0000,PO BOX 10669 BRIGHTON STATION,40380,"Rochester, NY",360550078012000,U,NY,Monroe County,"PO BOX 10669 BRIGHTON STATION,ROCHESTER,NY,14610-0000","14610, Rochester, New York",43.146805,-77.556265,91.8,M,3,1,0,1,0,0,11,2,1,2000,0,3,1970-06,2024,1970,1989,2024,36,% KARIN WEIDER,"",PROJECT UNIQUE INC,6
EIN-16-0994256,160994256,A25,A25,ART-A25-RG,501CX NONPROFIT,O,AR,,0,0,NAPLES,NY,14512-9558,"",40380,"Rochester, NY",360690522002000,R,NY,Ontario County,"NAPLES,NY,14512-9558","14512-9558, Naples, New York",42.600168,-77.3896905,100,M,,,,,,,,,,,,,"",,,1989,1989,1,"","",NAPLES MILL SCHOOL OF ARTS & CRAFTS INC,6
EIN-16-1000729,161000729,A25Z,A25Z,"",501C3 CHARITY,O,AR,881136,887555,713277,ROCHESTER,NY,14607-3263,713 MONROE AVE,40380,"Rochester, NY",360550030001004,U,NY,Monroe County,"713 MONROE AVE,ROCHESTER,NY,14607-3263","713 Monroe Ave, Rochester, New York, 14607",43.143642,-77.589144,100,M,3,1,0,1,5,0,16,1,1,1000,5,3,1973-08,2024,1973,1989,2024,36,"","",FLOWER CITY ARTS CENTER INC,8
EIN-16-1039434,161039434,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,SYRACUSE,NY,13202,340 MONTGOMERY ST,45060,"Syracuse, NY",360670032001038,U,NY,Onondaga County,"340 MONTGOMERY ST,SYRACUSE,NY,13202","340 Montgomery St, Syracuse, New York, 13202",43.047477,-76.1495805,100,M,3,,,1,,0,15,0,,,,,1974-08,2011,1974,1989,2011,23,"","",METROPOLITAN SCHOOL FOR THE ARTS INC,8
EIN-16-1071887,161071887,A25,A25,ART-A25-RG,501CX NONPROFIT,O,AR,,0,0,ROCHESTER,NY,14607-1259,"",40380,"Rochester, NY",360550010001003,U,NY,Monroe County,"ROCHESTER,NY,14607-1259","14607-1259, Rochester, New York",43.15536,-77.5829205,100,M,,,,,,,,,,,,,"",,,1989,1989,1,"","",ALLOFUS ART WORKSHOP INC C O ROBERT N LATELLA,6
EIN-16-1188871,161188871,A250,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,SALAMANCA,NY,14779-1528,10 MAIN ST,36460,"Olean, NY",360099403021027,U,NY,Cattaraugus County,"10 MAIN ST,SALAMANCA,NY,14779-1528","10 N Main St, Salamanca, New York, 14779",42.15537,-78.7157685,99.55,M,3,1,0,1,0,0,15,2,1,1000,0,3,1985-03,2024,1985,1989,2024,36,% LINDA FREANEY,"",CATTARAUGUS COUNTY LIVING ARTS ASSOCIATION,3
EIN-16-1302001,161302001,A250,A25,ART-A25-RG,501C3 CHARITY,O,AR,187288,194419,49904,JAMESTOWN,NY,14701-5113,21 EAST 3RD STREET,27460,"Jamestown-Dunkirk-Fredonia, NY",360130305004011,U,NY,Chautauqua County,"21 EAST 3RD STREET,JAMESTOWN,NY,14701-5113","21 E 3rd St, Jamestown, New York, 14701",42.096654,-79.240392,100,M,3,1,0,1,4,0,15,1,1,1000,3,3,1987-10,2024,1987,1989,2024,36,"","",CHAUTAUQUA REGIONAL YOUTH BALLET INC,10
EIN-16-1377533,161377533,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,1853,1853,19572,NISKAYUNA,NY,12309-0000,C/O J WILKERSON 1374 DEAN STREET,10580,"Albany-Schenectady-Troy, NY",360930320003010,U,NY,Schenectady County,"C/O J WILKERSON 1374 DEAN STREET,NISKAYUNY,12309-0000","1374 Dean St, Schenectady, New York, 12309",42.813153,-73.900305,95.4,M,3,1,0,1,1,9221,16,2,1,2000,2,9,1991-04,2024,1991,1997,2024,28,% ANDREW GREGORY - SHAUNA KEATING,UPSTATE NEW YORK,AMERICAN INSTITUTE OF GRAPHIC ARTS,4
EIN-16-1490808,161490808,A25Z,A25Z,"",501C3 CHARITY,O,AR,59522,59522,4795,HONEOYE FALLS,NY,14472-0000,61 NORTH MAIN ST,40380,"Rochester, NY",360550124011018,R,NY,Monroe County,"61 NORTH MAIN ST,HONEOYE FALLS,NY,14472-0000","61 N Main St, Honeoye Falls, New York, 14472",42.956028,-77.588667,100,M,3,1,0,1,3,0,16,1,1,2000,1,3,1998-09,2024,1998,1999,2024,26,"","",EARTH & ARTS CENTER INC,9
EIN-16-1529423,161529423,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,LAKE HILL,NY,12448-0114,PO BOX 114,28740,"Kingston, NY",361119506002000,R,NY,Ulster County,"PO BOX 114,LAKE HILL,NY,12448-0114","12448-0114, Lake Hill, New York",42.072732,-74.19546,98,M,3,1,0,1,0,0,16,2,1,2000,0,3,1999-04,2024,1999,1999,2024,26,"","",DANCE MACHINE INTERNATIONAL INC,4
EIN-16-1600915,161600915,A25,A25,ART-A25-RG,501CX NONPROFIT,O,AR,,0,0,ROCHESTER,NY,14625,180 LINDEN OAKS,40380,"Rochester, NY",360550122011011,U,NY,Monroe County,"180 LINDEN OAKS,ROCHESTER,NY,14625","180 Linden Oaks, Rochester, New York, 14625",43.123275,-77.51709,100,M,6,,,,,3685,0,20,,,,,2000-11,2010,2000,2002,2010,9,"",UPSTATE NEW YORK CHAPTER,DESIGN-BUILD INSTITUTE OF AMERICA,11
EIN-16-1621893,161621893,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,SMITHTOWN,NY,11787,2 E MAIN ST,35620,"New York-Newark-Jersey City, NY-NJ-PA",361031349092011,U,NY,Suffolk County,"2 E MAIN ST,SMITHTOWN,NY,11787","2 E Main St, Smithtown, New York, 11787",40.854465,-73.1932245,100,M,3,,,,,0,15,10,,,,,2007-08,2010,2007,2008,2010,3,"","",YOUTH EXPERIENCING ART PROJECT INC,8
EIN-16-1622906,161622906,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,O,AR,,0,0,SILVER SPRING,MD,20910,1706 E WEST HWY APT 517,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",240317026021000,U,MD,Montgomery County,"1706 E WEST HWY APT 517,SILVER SPRING,MD,20910","1706 E West Hwy, Silver Spring, Maryland, 20910",38.9956570132729,-77.0389400824627,100,M,3,,,,,0,4,3,,,,,2003-02,2010,2003,2003,2010,8,"","",GLOBAL FAMILY ARTS AND EDUCATION INC,2
EIN-16-1639873,161639873,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,BOCA RATON,FL,33428,"",33100,"Miami-Fort Lauderdale-Pompano Beach, FL",120990077323000,U,FL,Palm Beach County,"BOCA RATON,FL,33428","33428, Boca Raton, Florida",26.336915,-80.20323,100,M,3,,,,,,11,,,,,,2003-04,2006,2003,2003,2006,4,"","",ACADEMIC SCHOOL FOR THE ARTS INC,4
EIN-16-1642744,161642744,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,36608,3627,SHARON HILL,PA,19079,503 CHESTER PIKE,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",420454028002011,U,PA,Delaware County,"503 CHESTER PIKE,SHARON HILL,PA,19079","503 Chester Pike, Sharon Hill, Pennsylvania, 19079",39.9136973274859,-75.2660012525536,100,M,3,,,,,0,11,20,,,,,2003-08,2010,2003,2003,2010,8,"","",SCHUYLKILL ACADEMY OF FINE ART,8
EIN-16-1652891,161652891,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,VISTA,CA,92084,3574 GOPHER CANYON RD,41740,"San Diego-Chula Vista-Carlsbad, CA",60730188032023,R,CA,San Diego County,"3574 GOPHER CANYON RD,VISTA,CA,92084","3574 Gopher Canyon Rd, Vista, California, 92084",33.2537956022851,-117.175519240032,100,M,3,,,,,3782,16,20,,,,,2002-02,2012,2002,2003,2012,10,"",SAN MIGUEL BRANCH,ANTHROPOSOPHICAL SOCIETY IN AMERICA,2
EIN-16-1656606,161656606,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,969415,969415,1561974,DELRAY BEACH,FL,33444-3849,227 DIXIE BLVD,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",120990065011013,U,FL,Palm Beach County,"227 DIXIE BLVD,DELRAY BEACH,FL,33444-3849","227 Dixie Blvd, Delray Beach, Florida, 33444",26.4727826281088,-80.0702869174504,100,M,3,1,0,1,5,0,16,1,1,1200,6,3,2003-08,2024,2003,2003,2024,22,"","",SUNFLOWER CREATIVE ARTS INC,8
EIN-16-1673910,161673910,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,865501,865501,949214,BROOKLYN,NY,11215-1783,123 7TH AVE,35620,"New York-Newark-Jersey City, NY-NJ-PA",360470157002000,U,NY,Kings County,"123 7TH AVE,BROOKLYN,NY,11215-1783","123 7th Ave, Brooklyn, New York, 11215",40.673304,-73.9760805,100,M,3,1,0,1,5,0,16,1,1,2100,5,3,2004-11,2024,2004,2004,2024,21,% KHAHTEE V TURNER,"",STUDIO CREATIVE PLAY,11
EIN-16-1687377,161687377,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,BEND,OR,97708-8465,PO BOX 8465,13460,"Bend, OR",410170016011007,U,OR,Deschutes County,"PO BOX 8465,BEND,OR,97708-8465","97708-8465, Bend, Oregon",44.072811,-121.300668,98,M,3,1,0,1,0,0,16,2,1,2000,0,3,2017-12,2024,2017,2019,2024,6,% MARYBETH HINES,"",PLEIN AIR PAINTERS OF OREGON,12
EIN-16-1718624,161718624,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,SHORELINE,WA,98155,514 NE 180TH ST,42660,"Seattle-Tacoma-Bellevue, WA",530330205005004,U,WA,King County,"514 NE 180TH ST,SHORELINE,WA,98155","514 NE 180th St, Seattle, Washington, 98155",47.7595747702117,-122.323532589647,100,M,3,,,,,0,15,20,,,,,2005-08,2011,2005,2005,2011,7,"","",CELTIC ROOTS,8
EIN-16-1730331,161730331,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,BLOOMINGTON,IN,47407-7921,PO BOX 7921,14020,"Bloomington, IN",181050009032006,U,IN,Monroe County,"PO BOX 7921,BLOOMINGTON,IN,47407-7921","47407-7921, Bloomington, Indiana",39.17142,-86.4939015,98,M,3,1,0,1,0,0,15,2,1,2100,0,3,2006-10,2024,2006,2007,2024,18,% ROBERT FREW,"",EARLY MUSIC IN MOTION,10
EIN-16-1734849,161734849,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,BARTLESVILLE,OK,74006,PO BOX 3272,12780,"Bartlesville, OK",401470005003001,U,OK,Washington County,"PO BOX 3272,BARTLESVILLE,OK,74006","74006, Bartlesville, Oklahoma",36.7561050000001,-95.9291049999999,98,M,3,,,,,0,16,2,,,,,2006-11,2014,2006,2007,2014,8,"","",TEXAS FINE ARTS ACADEMY,11
EIN-16-1747759,161747759,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,VIENNA,VA,22180-4151,340 WEST ST NW,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",510594610001024,U,VA,Fairfax County,"340 WEST ST NW,VIENVA,22180-4151","340 West St NW, Vienna, Virginia, 22180",38.9023317568528,-77.2729423848174,97.65,M,3,1,0,1,0,0,15,2,1,2000,0,3,2006-08,2024,2006,2007,2024,18,% MICHELE DANDREA,"",MID-ATLANTIC PHOTO VISIONS,8
EIN-16-1759862,161759862,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,SPRINGFIELD,MO,65804,2111 S LINDEN AVE,44180,"Springfield, MO",290770025024010,U,MO,Greene County,"2111 S LINDEN AVE,SPRINGFIELD,MO,65804","2111 S Linden Ave, Springfield, Missouri, 65804",37.1745622769923,-93.2279661755726,100,M,3,,,,,0,15,20,,,,,2007-03,2018,2007,2007,2018,12,"","",YOUTH ACADEMY OF ART INC,3
EIN-16-1761199,161761199,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,LEWES,DE,19958-0079,PO BOX 79,41540,"Salisbury, MD-DE",100050510102000,U,DE,Sussex County,"PO BOX 79,LEWES,DE,19958-0079","19958-0079, Lewes, Delaware",38.732904,-75.16908,98,M,3,1,0,1,0,0,16,2,1,2000,0,3,2015-10,2024,2015,2015,2024,10,% SAMUEL MARKMAN,"",COASTAL CAMERA CLUB,10
EIN-16-1765660,161765660,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,MCALLEN,TX,78504,PO BOX 720154,32580,"McAllen-Edinburg-Mission, TX",482150209062009,U,TX,Hidalgo County,"PO BOX 720154,MCALLEN,TX,78504","78504, Mcallen, Texas",26.2454050000001,-98.219295,98,M,3,,,,,0,15,20,,,,,2006-09,2017,2006,2007,2017,11,"","",F R I D A FREE-THINKING REFLECTIVE IMAGINATIVE DEVELOPING ARTISTS,9
EIN-16-1778200,161778200,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,30396,37596,181151,FISKDALE,MA,01518-0222,PO BOX 222,49340,"Worcester, MA-CT",250277581033012,U,MA,Worcester County,"PO BOX 222,FISKDALE,MA,01518-0222","01518-0222, Fiskdale, Massachusetts",42.118983,-72.1141605,98,M,3,1,0,1,3,0,15,2,1,1000,4,3,2007-10,2024,2007,2008,2024,17,% COLLEEN BONJA,"",TANTASQUA EDUCATION FOUNDATION INC,10
EIN-16-1782472,161782472,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,GARNET VALLEY,PA,19060-1339,4 KERLIN CT,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",420454103033011,U,PA,Delaware County,"4 KERLIN CT,GARNET VALLEY,PA,19060-1339","4 Kerlin Ct, Garnet Valley, Pennsylvania, 19060",39.8691110738357,-75.4770470150323,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2011-12,2024,2011,2008,2024,17,% SENIOR ARTISTS INTITIATIVE,"",SENIOR ARTISTS INITIATIVE,12
EIN-20-0034131,200034131,A25,A25,ART-A25-RG,501CX NONPROFIT,O,AR,,0,0,LARCHMONT,NY,10538,37 OAK AVE,35620,"New York-Newark-Jersey City, NY-NJ-PA",361190071003005,U,NY,Westchester County,"37 OAK AVE,LARCHMONT,NY,10538","37 Oak Ave, Larchmont, New York, 10538",40.921857,-73.754919,100,M,7,,,,,0,0,20,,,,,2004-01,2010,2004,2004,2010,7,"","",INTERNATIONAL ONE-DESIGN CLASS WORLD ASSOCIATION,1
EIN-20-0037591,200037591,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,O,AR,,0,0,ATLANTA,GA,30312,25 BOULEVARD NE,12060,"Atlanta-Sandy Springs-Alpharetta, GA",131210029001014,U,GA,Fulton County,"25 BOULEVARD NE,ATLANTA,GA,30312","25 Boulevard NE, Atlanta, Georgia, 30312",33.754842,-84.3721105414625,100,M,3,,,,,0,4,0,,,,,2003-09,2011,2003,2003,2011,9,"","",DREXEL INSTITUTE FOR THE ARTS,9
EIN-20-0052487,200052487,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,27256,27256,3893,NEW YORK,NY,10024-5314,90 RIVERSIDE DR APT 8E,35620,"New York-Newark-Jersey City, NY-NJ-PA",360610167001000,U,NY,New York County,"90 RIVERSIDE DR APT 8E,NEW YORK,NY,10024-5314","90 Riverside Dr, New York, New York, 10024",40.786083,-73.9809135,100,M,3,1,0,1,3,0,16,1,1,2000,1,3,2003-11,2024,2003,2004,2024,21,% GREEN,"",ART FOR REFUGEES IN TRANSITION INC,11
EIN-20-0062226,200062226,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,LOS ANGELES,CA,90069,9229 W SUNSET BLVD STE 710,31080,"Los Angeles-Long Beach-Anaheim, CA",60377005011008,U,CA,Los Angeles County,"9229 W SUNSET BLVD STE 710,LOS ANGELES,CA,90069","9229 W Sunset Blvd, Ste 710, West Hollywood, California, 90069",34.0901516666858,-118.392945563016,100,M,3,,,,,0,15,20,,,,,2004-06,2010,2004,2004,2010,7,"","",JANADA PROJECT INC,6
EIN-20-0116152,200116152,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,62359,62359,32159,MONROE,CT,06468-0000,PO BOX 300,14860,"Bridgeport-Stamford-Norwalk, CT",90011001002000,U,CT,Greater Bridgeport Planning Region,"PO BOX 300,MONROE,CT,06468-0000","06468, Monroe, Connecticut",41.3398480000001,-73.2523395,98,M,3,1,0,1,3,0,11,1,1,2000,3,3,2006-07,2024,2006,2007,2024,18,% SCENIC ARTS STUDIO INC,"",STUDIO AND FORUM OF SCENIC ART INC,7
EIN-20-0135529,200135529,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,LITHONIA,GA,30038,3369 HUNTERS PACE DR,12060,"Atlanta-Sandy Springs-Alpharetta, GA",130890234272000,U,GA,DeKalb County,"3369 HUNTERS PACE DR,LITHONIA,GA,30038","3369 Hunters Pace Dr, Lithonia, Georgia, 30038",33.6830972981128,-84.1658308974838,100,M,3,,,,,0,15,20,,,,,2004-04,2010,2004,2004,2010,7,"","",ATLANTA SCHOOL OF SERVICE ARTS INC,4
EIN-20-0140976,200140976,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,HUDSON,NY,12534-4733,2639 US ROUTE 9,26460,"Hudson, NY",360210014002005,R,NY,Columbia County,"2639 US ROUTE 9,HUDSON,NY,12534-4733","2639 US Route 9, Hudson, New York, 12534",42.1308843874027,-73.7919318487354,100,M,3,1,0,1,0,0,15,2,1,2000,0,3,2019-03,2024,2019,2004,2024,21,% KARL SNOVER,"",DIGITAL STONE PROJECT,3
EIN-20-0142890,200142890,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,JAMAICA PLAIN,MA,2130,"",14460,"Boston-Cambridge-Newton, MA-NH",250251206003004,U,MA,Suffolk County,"JAMAICA PLAIN,MA,2130","02130, Jamaica Plain, Massachusetts",42.3164850000001,-71.10716,100,M,3,,,,,,15,,,,,,2003-11,2007,2003,2004,2007,4,"","",BOSTON KIDSMART INC,11
EIN-20-0151437,200151437,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,876888,1289313,794072,PHILADELPHIA,PA,19148-2384,1901 S 9TH STREET 7TH FLOOR,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",421010041013003,U,PA,Philadelphia County,"1901 S 9TH STREET 7TH FLOOR,PHILADELPHIA,PA,19148-2384","1901 S 9th St, Philadelphia, Pennsylvania, 19148",39.9253841468061,-75.1608129974325,100,M,3,1,0,1,6,0,11,1,1,2100,5,3,2007-05,2024,2007,2004,2024,21,% JAMES SAVOIE,"",STUDIO INCAMMINATI,5
EIN-20-0207860,200207860,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,MISHAWAKA,IN,46545,55010 FILBERT RD,43780,"South Bend-Mishawaka, IN-MI",181410115062036,U,IN,St. Joseph County,"55010 FILBERT RD,MISHAWAKA,IN,46545","55010 Filbert Rd, Mishawaka, Indiana, 46545",41.6948109358878,-86.1679112665477,100,M,3,,,,,0,15,20,,,,,2004-12,2013,2004,2005,2013,9,"","",NORTHERN INDIANA INSTITUTE FOR ARTISTS WITH DISABILITIES INC,12
EIN-20-0256472,200256472,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,SHELBURNE FLS,MA,01370-0310,PO BOX 310,44140,"Springfield, MA",250110415024000,R,MA,Franklin County,"PO BOX 310,SHELBURNE FLS,MA,01370-0310","01370-0310, Shelburne Falls, Massachusetts",42.601068,-72.726102,98,M,3,1,0,5,0,4363,16,2,1,2000,0,9,2004-11,2024,2004,2005,2024,20,% DIANA OBRIEN,REGION 1 OF ATHA,ASSOCIATION OF TRADITIONAL HOOKING ARTISTS,11
EIN-20-0308089,200308089,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,STRONGSVILLE,OH,44136,9980 FORESTVIEW DR,17460,"Cleveland-Elyria, OH",390351861072000,U,OH,Cuyahoga County,"9980 FORESTVIEW DR,STRONGSVILLE,OH,44136","9980 Forestview Dr, Strongsville, Ohio, 44136",41.3377701248775,-81.7948267321829,100,M,3,,,,,0,16,2,,,,,2004-10,2016,2004,2004,2016,13,"","",ANGEL HOUSE CENTER FOR ART AND CREATIVE LIFE CHANGE,10
EIN-20-0310266,200310266,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,BELVIDERE,NJ,7823,PO BOX 298,10900,"Allentown-Bethlehem-Easton, PA-NJ",340410317003000,R,NJ,Warren County,"PO BOX 298,BELVIDERE,NJ,7823","07823, Belvidere, New Jersey",40.82746,-75.0756049999999,98,M,3,,,,,0,16,20,,,,,2005-02,2010,2005,2009,2010,2,"","",COOPERAGE UNIFIED SCHOOLS OF THE FINE ARTS INC,2
EIN-20-0315472,200315472,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,GALVESTON,TX,77550,1208 BALL ST,26420,"Houston-The Woodlands-Sugar Land, TX",481677243005027,U,TX,Galveston County,"1208 BALL ST,GALVESTON,TX,77550","1208 Ball St, Galveston, Texas, 77550",29.3051365442898,-94.7804977137169,100,M,3,,,,,0,15,20,,,,,2004-07,2010,2004,2004,2010,7,"","",MY ARTS CONTENT INCORPORATED,7
EIN-20-0368021,200368021,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,MESQUITE,TX,75181,831 VALLEYCREEK RD,19100,"Dallas-Fort Worth-Arlington, TX",481130173143004,U,TX,Dallas County,"831 VALLEYCREEK RD,MESQUITE,TX,75181","831 Valleycreek Rd, Mesquite, Texas, 75181",32.737438413007,-96.5861523440187,100,M,3,,,,,0,11,10,,,,,2004-10,2010,2004,2005,2010,6,"","",DR BURCH ART MAGENT SCHOOL,10
EIN-20-0403272,200403272,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,RANCHO MIRAGE,CA,92270-2732,8 EIFFEL CT,40140,"Riverside-San Bernardino-Ontario, CA",60650449212011,U,CA,Riverside County,"8 EIFFEL CT,RANCHO MIRAGE,CA,92270-2732","8 Eiffel Ct, Rancho Mirage, California, 92270",33.7915669658664,-116.394020158867,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2004-12,2024,2004,2005,2024,20,% BETH FROMM,"",DESERT FILM SOCIETY,12
EIN-20-0504968,200504968,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,WEST SAYVILLE,NY,11796,PO BOX 112,35620,"New York-Newark-Jersey City, NY-NJ-PA",361031477023000,U,NY,Suffolk County,"PO BOX 112,WEST SAYVILLE,NY,11796","11796, West Sayville, New York",40.7332131000001,-73.1002036,98,M,3,,,,,0,15,20,,,,,2004-12,2011,2004,2005,2011,7,"","",ISLAND WORKSHOP STUDIOS INC,12
EIN-20-0505763,200505763,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,SPRING,TX,77379,7122 MAXWOOD DR,26420,"Houston-The Woodlands-Sugar Land, TX",482015538043010,U,TX,Harris County,"7122 MAXWOOD DR,SPRING,TX,77379","7122 Maxwood Dr, Spring, Texas, 77379",30.0267388903859,-95.5255219617115,100,M,3,,,,,0,15,20,,,,,2004-04,2010,2004,2004,2010,7,"","",INSPIRATIONAL CHARITIES,4
EIN-20-0505871,200505871,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,SCOTTSDALE,AZ,85258,8777 E VIA DE VENTURA,38060,"Phoenix-Mesa-Chandler, AZ",40132168061000,U,AZ,Maricopa County,"8777 E VIA DE VENTURA,SCOTTSDALE,AZ,85258","8777 E Via de Ventura, Scottsdale, Arizona, 85258",33.5528905322872,-111.892263977523,100,M,3,,,,,0,15,20,,,,,2004-04,2012,2004,2004,2012,9,"","",NEWLON FOOTE FOUNDATION FOR STUDENT ARTISTS,4
